"FIPS"	"NAME"	"Qualified Area Name"	"AREALAND"	"AREAWATR"	"Total Population"	"Area Total"	"Area Total: Area (Land)"	"Area Total: Area (Water)"	"% Area Total: Area (Land)"	"% Area Total: Area (Water)"
"0673720"	"Red Bluff, CA Urban Area"	"Red Bluff, CA Urban Area, California"	25898280	283729	19826	10.108930587768555	9.999382019042969	0.10954838246107101	98.92	1.08
"0673774"	"Redding, CA Urban Area"	"Redding, CA Urban Area, California"	173683290	3182367	120602	68.28821563720703	67.05950164794922	1.228718876838684	98.2	1.8
"0674044"	"Reedley--Dinuba, CA Urban Area"	"Reedley--Dinuba, CA Urban Area, California"	25055205	29051	49614	9.685086250305176	9.673869132995605	0.011216654442250729	99.88	0.12
"0674179"	"Reno, NV--CA Urban Area (part)"	"Reno, NV--CA Urban Area (part), California"	172125	0	40	0.0664578378200531	0.0664578378200531	0	100	0
"0674827"	"Ridgecrest, CA Urban Area"	"Ridgecrest, CA Urban Area, California"	37046348	1077	29307	14.304091453552246	14.303675651550293	0.00041583203710615635	100	0
"0675097"	"Rio Vista, CA Urban Area"	"Rio Vista, CA Urban Area, California"	9346684	67292	9942	3.634756565093994	3.6087751388549805	0.025981588289141655	99.29	0.71
"0675198"	"Ripon, CA Urban Area"	"Ripon, CA Urban Area, California"	10906620	5479	15829	4.2131853103637695	4.211069583892822	0.002115453826263547	99.95	0.05
"0675340"	"Riverside--San Bernardino, CA Urban Area"	"Riverside--San Bernardino, CA Urban Area, California"	1576174299	6671665	2276703	611.1402587890625	608.5643310546875	2.575944423675537	99.58	0.42
"0676285"	"Rosamond, CA Urban Area"	"Rosamond, CA Urban Area, California"	14540089	33333	17538	5.626830101013184	5.613959789276123	0.012869943864643574	99.77	0.23
"0676717"	"Running Springs, CA Urban Area"	"Running Springs, CA Urban Area, California"	9435419	23184	5313	3.651987075805664	3.643035888671875	0.008951392956078053	99.75	0.25
"0677068"	"Sacramento, CA Urban Area"	"Sacramento, CA Urban Area, California"	1211031346	13333435	1946618	472.7298583984375	467.5818176269531	5.148068428039551	98.91	1.09
"0677500"	"St. Helena, CA Urban Area"	"St. Helena, CA Urban Area, California"	11647885	120265	6086	4.543708324432373	4.497273921966553	0.04643457755446434	98.98	1.02
"0678310"	"Salinas, CA Urban Area"	"Salinas, CA Urban Area, California"	77392699	101332	177532	29.92061424255371	29.881488800048828	0.0391245074570179	99.87	0.13
"0678661"	"San Diego, CA Urban Area"	"San Diego, CA Urban Area, California"	1747527134	37840003	3070300	689.3341674804688	674.7240600585938	14.610107421875	97.88	2.12
"0678699"	"San Diego Country Estates, CA Urban Area"	"San Diego Country Estates, CA Urban Area, California"	8522759	0	7002	3.2906558513641357	3.2906558513641357	0	100	0
"0678904"	"San Francisco--Oakland, CA Urban Area"	"San Francisco--Oakland, CA Urban Area, California"	1330727047	31271476	3515933	525.8705444335938	513.796630859375	12.07398509979248	97.7	2.3
"0678931"	"Sanger, CA Urban Area"	"Sanger, CA Urban Area, California"	12469370	0	27325	4.814450740814209	4.814450740814209	0	100	0
"0679039"	"San Jose, CA Urban Area"	"San Jose, CA Urban Area, California"	739386477	1271373	1837446	285.9696044921875	285.4787292480469	0.4908798933029175	99.83	0.17
"0679147"	"San Luis Obispo, CA Urban Area"	"San Luis Obispo, CA Urban Area, California"	36537326	55665	56904	14.128633499145508	14.107141494750977	0.021492376923561096	99.85	0.15
"0679282"	"Santa Barbara, CA Urban Area"	"Santa Barbara, CA Urban Area, California"	141962041	2693338	202197	55.85176086425781	54.81185531616211	1.0399036407470703	98.14	1.86
"0679309"	"Santa Clarita, CA Urban Area"	"Santa Clarita, CA Urban Area, California"	201619528	1441456	278031	78.40228271484375	77.84573364257812	0.5565493106842041	99.29	0.71
"0679336"	"Santa Cruz, CA Urban Area"	"Santa Cruz, CA Urban Area, California"	156565432	509944	169038	60.647151947021484	60.45025634765625	0.19689048826694489	99.68	0.32
"0679417"	"Santa Maria, CA Urban Area"	"Santa Maria, CA Urban Area, California"	70087992	197276	143609	27.137292861938477	27.061126708984375	0.07616869360208511	99.72	0.28
"0679444"	"Santa Paula, CA Urban Area"	"Santa Paula, CA Urban Area, California"	12857643	10736	30675	4.968509197235107	4.964364051818848	0.004145192913711071	99.92	0.08
"0679498"	"Santa Rosa, CA Urban Area"	"Santa Rosa, CA Urban Area, California"	205625198	470825	297329	79.57412719726562	79.392333984375	0.18178655207157135	99.77	0.23
"0680362"	"Seaside--Monterey--Pacific Grove, CA Urban Area"	"Seaside--Monterey--Pacific Grove, CA Urban Area, California"	106659553	551582	123495	41.39445114135742	41.18148422241211	0.21296700835227966	99.49	0.51
"0680405"	"Sebastopol, CA Urban Area"	"Sebastopol, CA Urban Area, California"	39352738	0	18734	15.19417667388916	15.19417667388916	0	100	0
"0680551"	"Selma, CA Urban Area"	"Selma, CA Urban Area, California"	23643888	0	32546	9.12895679473877	9.12895679473877	0	100	0
"0680929"	"Shafter, CA Urban Area"	"Shafter, CA Urban Area, California"	12426250	0	19278	4.797801971435547	4.797801971435547	0	100	0
"0682076"	"Silver Lakes, CA Urban Area"	"Silver Lakes, CA Urban Area, California"	5485415	1031337	5908	2.516132116317749	2.1179306507110596	0.39820146560668945	84.17	15.83
"0682144"	"Simi Valley, CA Urban Area"	"Simi Valley, CA Urban Area, California"	81914688	1818681	127364	32.32963562011719	31.627439498901367	0.7021967172622681	97.83	2.17
"0682846"	"Soledad, CA Urban Area"	"Soledad, CA Urban Area, California"	6264829	5945	18946	2.421159505844116	2.4188640117645264	0.002295377431437373	99.91	0.09
"0682873"	"Solvang--Santa Ynez, CA Urban Area"	"Solvang--Santa Ynez, CA Urban Area, California"	14194592	19164	10295	5.487962245941162	5.480562686920166	0.007399261929094791	99.87	0.13
"0683008"	"Sonoma, CA Urban Area"	"Sonoma, CA Urban Area, California"	36481225	0	31479	14.085479736328125	14.085479736328125	0	100	0
"0683073"	"Sonora--Twain Harte, CA Urban Area"	"Sonora--Twain Harte, CA Urban Area, California"	75345224	541990	29013	29.30021858215332	29.09095573425293	0.20926351845264435	99.29	0.71
"0683305"	"South Lake Tahoe, CA--NV Urban Area (part)"	"South Lake Tahoe, CA--NV Urban Area (part), California"	41766691	989923	28655	16.5084228515625	16.126211166381836	0.3822114169597626	97.68	2.32
"0685087"	"Stockton, CA Urban Area"	"Stockton, CA Urban Area, California"	239475820	5324117	414847	94.51778411865234	92.4621353149414	2.0556530952453613	97.83	2.17
"0685870"	"Susanville, CA Urban Area"	"Susanville, CA Urban Area, California"	8232620	21602	8995	3.1869730949401855	3.1786324977874756	0.008340579457581043	99.74	0.26
"0686329"	"Taft, CA Urban Area"	"Taft, CA Urban Area, California"	9271538	0	15022	3.579761028289795	3.579761028289795	0	100	0
"0686869"	"Tehachapi--Golden Hills, CA Urban Area"	"Tehachapi--Golden Hills, CA Urban Area, California"	20881984	51184	17298	8.082342147827148	8.062579154968262	0.019762253388762474	99.76	0.24
"0687004"	"Temecula--Murrieta--Menifee, CA Urban Area"	"Temecula--Murrieta--Menifee, CA Urban Area, California"	389726572	2337140	528991	151.37664794921875	150.47427368164062	0.9023748636245728	99.4	0.6
"0687490"	"Thousand Oaks, CA Urban Area"	"Thousand Oaks, CA Urban Area, California"	207708756	2666410	213986	81.22631072998047	80.1968002319336	1.0295066833496094	98.73	1.27
"0688280"	"Tracy--Mountain House, CA Urban Area"	"Tracy--Mountain House, CA Urban Area, California"	70071736	351998	120912	27.190757751464844	27.05484962463379	0.13590718805789948	99.5	0.5
"0688624"	"Truckee, CA Urban Area"	"Truckee, CA Urban Area, California"	50131615	3380566	12756	20.661170959472656	19.355926513671875	1.3052438497543335	93.68	6.32
"0688840"	"Tulare, CA Urban Area"	"Tulare, CA Urban Area, California"	45879904	0	70628	17.714330673217773	17.714330673217773	0	100	0
"0689083"	"Turlock, CA Urban Area"	"Turlock, CA Urban Area, California"	43754342	69528	79203	16.92049217224121	16.893648147583008	0.02684491127729416	99.84	0.16
"0689191"	"Twentynine Palms, CA Urban Area"	"Twentynine Palms, CA Urban Area, California"	17659753	0	12881	6.8184685707092285	6.8184685707092285	0	100	0
"0689218"	"Twentynine Palms North, CA Urban Area"	"Twentynine Palms North, CA Urban Area, California"	7183065	0	11665	2.7733969688415527	2.7733969688415527	0	100	0
"0689380"	"Ukiah, CA Urban Area"	"Ukiah, CA Urban Area, California"	34186138	152631	28987	13.258273124694824	13.199341773986816	0.05893116071820259	99.56	0.44
"0689866"	"Vacaville, CA Urban Area"	"Vacaville, CA Urban Area, California"	55916790	88480	101027	21.623756408691406	21.589595794677734	0.03416232019662857	99.84	0.16
"0690028"	"Vallejo, CA Urban Area"	"Vallejo, CA Urban Area, California"	102667537	1619645	175132	40.265506744384766	39.640159606933594	0.6253484487533569	98.45	1.55
"0690541"	"Victorville--Hesperia--Apple Valley, CA Urban Area"	"Victorville--Hesperia--Apple Valley, CA Urban Area, California"	341294239	829804	355816	132.09483337402344	131.77444458007812	0.32038912177085876	99.76	0.24
"0690946"	"Visalia, CA Urban Area"	"Visalia, CA Urban Area, California"	97653500	39512	160578	37.719486236572266	37.70423126220703	0.015255669131875038	99.96	0.04
"0692161"	"Wasco, CA Urban Area"	"Wasco, CA Urban Area, California"	8930377	0	22235	3.448038101196289	3.448038101196289	0	100	0
"0692539"	"Waterford, CA Urban Area"	"Waterford, CA Urban Area, California"	5090777	8527	9746	1.9688524007797241	1.9655600786209106	0.0032922932878136635	99.83	0.17
"0692890"	"Watsonville, CA Urban Area"	"Watsonville, CA Urban Area, California"	38071821	858576	68668	15.031110763549805	14.699612617492676	0.33149805665016174	97.79	2.21
"0695374"	"Williams, CA Urban Area"	"Williams, CA Urban Area, California"	5279096	0	5558	2.0382704734802246	2.0382704734802246	0	100	0
"0695671"	"Willits, CA Urban Area"	"Willits, CA Urban Area, California"	11312926	883	7552	4.3682861328125	4.367945194244385	0.0003409282071515918	99.99	0.01
"0695725"	"Willows, CA Urban Area"	"Willows, CA Urban Area, California"	6952158	77318	7578	2.7140960693359375	2.6842434406280518	0.029852647334337234	98.9	1.1
"0696724"	"Winters, CA Urban Area"	"Winters, CA Urban Area, California"	4242386	64542	7073	1.6629142761230469	1.637994408607483	0.02491980604827404	98.5	1.5
"0696967"	"Woodlake, CA Urban Area"	"Woodlake, CA Urban Area, California"	4889571	0	7514	1.8878740072250366	1.8878740072250366	0	100	0
"0696994"	"Woodland, CA Urban Area"	"Woodland, CA Urban Area, California"	33062970	0	61133	12.765685081481934	12.765685081481934	0	100	0
"0697372"	"Wrightwood, CA Urban Area"	"Wrightwood, CA Urban Area, California"	3586964	8669	3927	1.3882817029953003	1.3849345445632935	0.0033471197821199894	99.76	0.24
"0697912"	"Yreka, CA Urban Area"	"Yreka, CA Urban Area, California"	13738918	77452	7617	5.334530353546143	5.304625988006592	0.029904386028647423	99.44	0.56
"0697939"	"Yuba City, CA Urban Area"	"Yuba City, CA Urban Area, California"	77697453	211908	125706	30.08097267150879	29.999156951904297	0.08181814104318619	99.73	0.27
"0697966"	"Yucca Valley, CA Urban Area"	"Yucca Valley, CA Urban Area, California"	29355757	0	18293	11.334321022033691	11.334321022033691	0	100	0
"0698020"	"Yuma, AZ--CA Urban Area (part)"	"Yuma, AZ--CA Urban Area (part), California"	3012083	49716	1260	1.1821672916412354	1.1629718542099	0.01919545605778694	98.38	1.62
"0800847"	"Alamosa, CO Urban Area"	"Alamosa, CO Urban Area, Colorado"	19903192	38995	10965	7.6997222900390625	7.684665679931641	0.01505605410784483	99.8	0.2
"0803520"	"Aspen, CO Urban Area"	"Aspen, CO Urban Area, Colorado"	13498106	0	7674	5.211647987365723	5.211647987365723	0	100	0
"0805410"	"Basalt, CO Urban Area"	"Basalt, CO Urban Area, Colorado"	9433311	68797	8127	3.6687846183776855	3.6422219276428223	0.02656267210841179	99.28	0.72
"0805734"	"Battlement Mesa, CO Urban Area"	"Battlement Mesa, CO Urban Area, Colorado"	7936842	56226	6311	3.0861408710479736	3.06443190574646	0.021708980202674866	99.3	0.7
"0809298"	"Boulder, CO Urban Area"	"Boulder, CO Urban Area, Colorado"	65911869	655779	120828	25.701913833618164	25.448715209960938	0.25319769978523254	99.01	0.99
"0809811"	"Breckenridge, CO Urban Area"	"Breckenridge, CO Urban Area, Colorado"	28879151	0	8725	11.150303840637207	11.150303840637207	0	100	0
"0811080"	"Brush, CO Urban Area"	"Brush, CO Urban Area, Colorado"	6527711	0	5568	2.5203633308410645	2.5203633308410645	0	100	0
"0811242"	"Buena Vista, CO Urban Area"	"Buena Vista, CO Urban Area, Colorado"	13308287	88623	5038	5.172575950622559	5.1383585929870605	0.034217532724142075	99.34	0.66
"0813267"	"Cañon City, CO Urban Area"	"Cañon City, CO Urban Area, Colorado"	41230887	31525	24737	15.931507110595703	15.91933536529541	0.012171871028840542	99.92	0.08
"0813564"	"Carbondale, CO Urban Area"	"Carbondale, CO Urban Area, Colorado"	6832951	0	7361	2.6382172107696533	2.6382172107696533	0	100	0
"0814563"	"Castle Rock, CO Urban Area"	"Castle Rock, CO Urban Area, Colorado"	92478222	15254	85350	35.71193313598633	35.7060432434082	0.005889602471143007	99.98	0.02
"0818856"	"Colorado Springs, CO Urban Area"	"Colorado Springs, CO Urban Area, Colorado"	518938356	1049396	632494	200.76841735839844	200.3632354736328	0.4051740765571594	99.8	0.2
"0820368"	"Cortez, CO Urban Area"	"Cortez, CO Urban Area, Colorado"	11001477	70393	8628	4.27487325668335	4.24769401550293	0.027178891003131866	99.36	0.64
"0820827"	"Craig, CO Urban Area"	"Craig, CO Urban Area, Colorado"	14247448	0	9650	5.500970840454102	5.500970840454102	0	100	0
"0823230"	"Delta, CO Urban Area"	"Delta, CO Urban Area, Colorado"	16126572	129608	8190	6.276546478271484	6.226504325866699	0.05004192888736725	99.2	0.8
"0823527"	"Denver--Aurora, CO Urban Area"	"Denver--Aurora, CO Urban Area, Colorado"	1669352291	29334833	2686147	655.8667602539062	644.5405883789062	11.326242446899414	98.27	1.73
"0825147"	"Durango, CO Urban Area"	"Durango, CO Urban Area, Colorado"	24477902	85392	19114	9.483941078186035	9.450971603393555	0.032970037311315536	99.65	0.35
"0825390"	"Eagle, CO Urban Area"	"Eagle, CO Urban Area, Colorado"	8821345	45496	.	3.423506498336792	3.405940532684326	0.017566105350852013	99.49	0.51
"0825930"	"Eaton, CO Urban Area"	"Eaton, CO Urban Area, Colorado"	5595173	0	5823	2.160308361053467	2.160308361053467	0	100	0
"0826275"	"Edwards--Avon, CO Urban Area"	"Edwards--Avon, CO Urban Area, Colorado"	30052310	584367	16518	11.828886985778809	11.603261947631836	0.22562536597251892	98.09	1.91
"0827928"	"Estes Park, CO Urban Area"	"Estes Park, CO Urban Area, Colorado"	31468729	701256	7907	12.420900344848633	12.150144577026367	0.27075645327568054	97.82	2.18
"0828441"	"Evergreen, CO Urban Area"	"Evergreen, CO Urban Area, Colorado"	24502090	219473	10218	9.545049667358398	9.460309982299805	0.08473899960517883	99.11	0.89
"0828995"	"Falcon, CO Urban Area"	"Falcon, CO Urban Area, Colorado"	21952794	0	21348	8.476021766662598	8.476021766662598	0	100	0
"0829775"	"Firestone--Frederick, CO Urban Area"	"Firestone--Frederick, CO Urban Area, Colorado"	39409127	505251	35447	15.411028861999512	15.215950012207031	0.195078507065773	98.73	1.27
"0830628"	"Fort Collins, CO Urban Area"	"Fort Collins, CO Urban Area, Colorado"	305559749	18260733	326332	125.02779388427734	117.97727966308594	7.050508499145508	94.36	5.64
"0830755"	"Fort Lupton, CO Urban Area"	"Fort Lupton, CO Urban Area, Colorado"	6035607	0	7856	2.3303608894348145	2.3303608894348145	0	100	0
"0830817"	"Fort Morgan, CO Urban Area"	"Fort Morgan, CO Urban Area, Colorado"	14352958	0	13473	5.541708469390869	5.541708469390869	0	100	0
"0831478"	"Fraser, CO Urban Area"	"Fraser, CO Urban Area, Colorado"	11535390	12925	3178	4.458829402923584	4.453839302062988	0.004990370478481054	99.89	0.11
"0831889"	"Frisco, CO Urban Area"	"Frisco, CO Urban Area, Colorado"	5575410	0	3463	2.1526780128479004	2.1526780128479004	0	100	0
"0833652"	"Glenwood Springs, CO Urban Area"	"Glenwood Springs, CO Urban Area, Colorado"	14143467	0	10889	5.4608235359191895	5.4608235359191895	0	100	0
"0834273"	"Grand Junction, CO Urban Area"	"Grand Junction, CO Urban Area, Colorado"	195824841	3556413	135973	76.98153686523438	75.6083984375	1.3731387853622437	98.22	1.78
"0834286"	"Grand Lake, CO Urban Area"	"Grand Lake, CO Urban Area, Colorado"	13928267	149149	1801	5.435320854187012	5.377734184265137	0.057586751878261566	98.94	1.06
"0834786"	"Greeley, CO Urban Area"	"Greeley, CO Urban Area, Colorado"	96603258	369187	137222	37.44126892089844	37.298728942871094	0.14254389703273773	99.62	0.38
"0836001"	"Gunnison, CO Urban Area"	"Gunnison, CO Urban Area, Colorado"	9468678	11725	7228	3.6604042053222656	3.655877113342285	0.004527048207819462	99.88	0.12
"0836136"	"Gypsum, CO Urban Area"	"Gypsum, CO Urban Area, Colorado"	14962928	291101	8841	5.889613628387451	5.777218818664551	0.11239472776651382	98.09	1.91
"0843253"	"Johnstown, CO Urban Area"	"Johnstown, CO Urban Area, Colorado"	14867283	170858	19773	5.8062591552734375	5.74029016494751	0.06596864759922028	98.86	1.14
"0846126"	"Lafayette--Erie--Louisville, CO Urban Area"	"Lafayette--Erie--Louisville, CO Urban Area, Colorado"	90623189	767469	96485	35.2861328125	34.989810943603516	0.29632145166397095	99.16	0.84
"0846450"	"La Junta, CO Urban Area"	"La Junta, CO Urban Area, Colorado"	10049754	31115	7792	3.8922455310821533	3.8802318572998047	0.012013569474220276	99.69	0.31
"0847287"	"Lamar, CO Urban Area"	"Lamar, CO Urban Area, Colorado"	11031355	35165	7502	4.272807598114014	4.259230136871338	0.01357728336006403	99.68	0.32
"0848448"	"Leadville, CO Urban Area"	"Leadville, CO Urban Area, Colorado"	6461810	0	4538	2.4949188232421875	2.4949188232421875	0	100	0
"0851175"	"Longmont, CO Urban Area"	"Longmont, CO Urban Area, Colorado"	62598110	708831	100776	24.442949295043945	24.169267654418945	0.2736811935901642	98.88	1.12
"0858951"	"Montrose, CO Urban Area"	"Montrose, CO Urban Area, Colorado"	50460848	0	24513	19.483043670654297	19.483043670654297	0	100	0
"0862110"	"New Castle, CO Urban Area"	"New Castle, CO Urban Area, Colorado"	5749512	71940	5844	2.2476751804351807	2.2198991775512695	0.027776191011071205	98.76	1.24
"0866889"	"Pagosa Springs, CO Urban Area"	"Pagosa Springs, CO Urban Area, Colorado"	16167759	848846	5632	6.57014799118042	6.242406845092773	0.3277412950992584	95.01	4.99
"0872613"	"Pueblo, CO Urban Area"	"Pueblo, CO Urban Area, Colorado"	141680092	1902600	120642	55.43758773803711	54.7029914855957	0.7345979809761047	98.67	1.33
"0872620"	"Pueblo West, CO Urban Area"	"Pueblo West, CO Urban Area, Colorado"	57144582	36776	25413	22.07784652709961	22.063648223876953	0.014199293218553066	99.94	0.06
"0874935"	"Rifle, CO Urban Area"	"Rifle, CO Urban Area, Colorado"	10356978	0	11469	3.998851776123047	3.998851776123047	0	100	0
"0876528"	"Roxborough Park, CO Urban Area"	"Roxborough Park, CO Urban Area, Colorado"	9914675	0	9090	3.828077554702759	3.828077554702759	0	100	0
"0878256"	"Salida, CO Urban Area"	"Salida, CO Urban Area, Colorado"	7380783	0	5953	2.849736452102661	2.849736452102661	0	100	0
"0880704"	"Severance, CO Urban Area"	"Severance, CO Urban Area, Colorado"	4943050	166186	6408	1.9726871252059937	1.908522367477417	0.06416477262973785	96.75	3.25
"0882090"	"Silverthorne--Keystone, CO Urban Area"	"Silverthorne--Keystone, CO Urban Area, Colorado"	28813972	258421	13867	11.224913597106934	11.125137329101562	0.09977690875530243	99.11	0.89
"0882701"	"Snowmass Village, CO Urban Area"	"Snowmass Village, CO Urban Area, Colorado"	5796956	0	2392	2.238217353820801	2.238217353820801	0	100	0
"0884682"	"Steamboat Springs, CO Urban Area"	"Steamboat Springs, CO Urban Area, Colorado"	26183837	33083	14455	10.12240982055664	10.109636306762695	0.012773417867720127	99.87	0.13
"0884790"	"Sterling, CO Urban Area"	"Sterling, CO Urban Area, Colorado"	14029593	0	12278	5.416856288909912	5.416856288909912	0	100	0
"0886984"	"Telluride--Mountain Village, CO Urban Area"	"Telluride--Mountain Village, CO Urban Area, Colorado"	17801696	0	4587	6.8732733726501465	6.8732733726501465	0	100	0
"0887269"	"The Pinery, CO Urban Area"	"The Pinery, CO Urban Area, Colorado"	23873087	0	14662	9.217451095581055	9.217451095581055	0	100	0
"0888516"	"Trinidad, CO Urban Area"	"Trinidad, CO Urban Area, Colorado"	12309618	50	8323	4.752789497375488	4.75277042388916	1.9305109162814915E-05	100	0
"0889920"	"Vail, CO Urban Area"	"Vail, CO Urban Area, Colorado"	13097377	170358	6080	5.122701168060303	5.0569257736206055	0.06577559560537338	98.72	1.28
"0893673"	"Wellington, CO Urban Area"	"Wellington, CO Urban Area, Colorado"	8411288	6659	11071	3.250187635421753	3.2476165294647217	0.002571054268628359	99.92	0.08
"0897048"	"Woodland Park, CO Urban Area"	"Woodland Park, CO Urban Area, Colorado"	24042059	6086	11548	9.285041809082031	9.282691955566406	0.002349817892536521	99.97	0.03
"0910162"	"Bridgeport--Stamford, CT--NY Urban Area (part)"	"Bridgeport--Stamford, CT--NY Urban Area (part), Connecticut"	981429258	27951038	860974	389.72393798828125	378.9319763183594	10.791956901550293	97.23	2.77
"0918559"	"Colchester, CT Urban Area"	"Colchester, CT Urban Area, Connecticut"	13053761	33988	5512	5.053208351135254	5.040085315704346	0.013122840784490108	99.74	0.26
"0922096"	"Danbury, CT--NY Urban Area (part)"	"Danbury, CT--NY Urban Area (part), Connecticut"	294137520	13537337	165488	118.79393768310547	113.567138671875	5.226795196533203	95.6	4.4
"0937243"	"Hartford, CT Urban Area"	"Hartford, CT Urban Area, Connecticut"	1388045129	23641077	977158	545.0551147460938	535.92724609375	9.127870559692383	98.33	1.67
"0943115"	"Jewett City, CT Urban Area"	"Jewett City, CT Urban Area, Connecticut"	6710431	618066	4706	2.8295485973358154	2.590912103652954	0.23863662779331207	91.57	8.43
"0947044"	"Lake Pocotopaug, CT Urban Area"	"Lake Pocotopaug, CT Urban Area, Connecticut"	19820463	2127744	7622	8.474250793457031	7.652724266052246	0.8215265870094299	90.31	9.69
"0962407"	"New Haven, CT Urban Area"	"New Haven, CT Urban Area, Connecticut"	771848509	25633001	561456	307.90936279296875	298.01239013671875	9.896957397460938	96.79	3.21
"0964135"	"Norwich--New London, CT Urban Area"	"Norwich--New London, CT Urban Area, Connecticut"	302300660	30755717	167432	128.5937957763672	116.71894836425781	11.874848365783691	90.77	9.23
"0972868"	"Putnam--Killingly, CT Urban Area"	"Putnam--Killingly, CT Urban Area, Connecticut"	80328871	1791135	34582	31.706714630126953	31.015151977539062	0.6915611028671265	97.82	2.18
"0974837"	"Ridgefield, CT Urban Area"	"Ridgefield, CT Urban Area, Connecticut"	74591328	1304823	25683	29.303668975830078	28.79987335205078	0.5037950277328491	98.28	1.72
"0983926"	"Springfield, MA--CT Urban Area (part)"	"Springfield, MA--CT Urban Area (part), Connecticut"	2420111	34509	943	0.9477341175079346	0.9344100952148438	0.01332399994134903	98.59	1.41
"0984169"	"Stafford Springs, CT Urban Area"	"Stafford Springs, CT Urban Area, Connecticut"	13399532	723752	5107	5.453030586242676	5.173588275909424	0.2794422209262848	94.88	5.12
"0985141"	"Storrs, CT Urban Area"	"Storrs, CT Urban Area, Connecticut"	20383065	68659	17747	7.89645528793335	7.869945526123047	0.026509389281272888	99.66	0.34
"0988192"	"Torrington, CT Urban Area"	"Torrington, CT Urban Area, Connecticut"	56356547	1680940	35212	22.40839958190918	21.75938606262207	0.6490145921707153	97.1	2.9
"0992485"	"Waterbury, CT Urban Area"	"Waterbury, CT Urban Area, Connecticut"	239413612	3918357	199317	93.95100402832031	92.43811798095703	1.5128861665725708	98.39	1.61
"0993997"	"Westerly, RI--CT Urban Area (part)"	"Westerly, RI--CT Urban Area (part), Connecticut"	16488082	63630	7823	6.390652179718018	6.366084098815918	0.024567682296037674	99.62	0.38
"0995590"	"Willimantic, CT Urban Area"	"Willimantic, CT Urban Area, Connecticut"	33278465	986095	24332	13.229620933532715	12.84888744354248	0.3807334303855896	97.12	2.88
"0996643"	"Winsted, CT Urban Area"	"Winsted, CT Urban Area, Connecticut"	15859370	1816621	7804	6.8247389793396	6.123337268829346	0.7014012932777405	89.72	10.28
"0997291"	"Worcester, MA--CT Urban Area (part)"	"Worcester, MA--CT Urban Area (part), Connecticut"	3907071	264055	1255	1.610480785369873	1.5085285902023315	0.1019522100687027	93.67	6.33
"1024580"	"Dover, DE Urban Area"	"Dover, DE Urban Area, Delaware"	187266900	2683061	123101	73.340087890625	72.30415344238281	1.035935640335083	98.59	1.41
"1032950"	"Georgetown, DE Urban Area"	"Georgetown, DE Urban Area, Delaware"	12775601	0	9921	4.932687282562256	4.932687282562256	0	100	0
"1036973"	"Harrington, DE Urban Area"	"Harrington, DE Urban Area, Delaware"	8705129	18927	4943	3.3683769702911377	3.3610692024230957	0.007307755760848522	99.78	0.22
"1049231"	"Lewes--Rehoboth Beach, DE Urban Area"	"Lewes--Rehoboth Beach, DE Urban Area, Delaware"	99205323	1791630	39681	38.99514389038086	38.30339050292969	0.6917522549629211	98.23	1.77
"1051202"	"Long Neck, DE Urban Area"	"Long Neck, DE Urban Area, Delaware"	57027366	4211307	20169	23.644386291503906	22.018390655517578	1.6259948015213013	93.12	6.88
"1056845"	"Middletown, DE Urban Area"	"Middletown, DE Urban Area, Delaware"	62573948	282510	41851	24.269014358520508	24.159936904907227	0.10907772183418274	99.55	0.45
"1057196"	"Milford, DE Urban Area"	"Milford, DE Urban Area, Delaware"	31005770	557134	17754	12.186506271362305	11.971395492553711	0.215110644698143	98.23	1.77
"1057358"	"Millsboro, DE Urban Area"	"Millsboro, DE Urban Area, Delaware"	17182721	190757	9844	6.707936763763428	6.6342854499816895	0.07365169376134872	98.9	1.1
"1064660"	"Ocean Pines--Ocean City, MD--DE Urban Area (part)"	"Ocean Pines--Ocean City, MD--DE Urban Area (part), Delaware"	18241211	421716	6973	7.20579719543457	7.042971611022949	0.16282546520233154	97.74	2.26
"1064702"	"Ocean View, DE Urban Area"	"Ocean View, DE Urban Area, Delaware"	60911394	3478190	18025	24.860958099365234	23.518020629882812	1.3429367542266846	94.6	5.4
"1069076"	"Philadelphia, PA--NJ--DE--MD Urban Area (part)"	"Philadelphia, PA--NJ--DE--MD Urban Area (part), Delaware"	492582276	34315750	494087	203.43646240234375	190.1870880126953	13.24938678741455	93.49	6.51
"1078364"	"Salisbury, MD--DE Urban Area (part)"	"Salisbury, MD--DE Urban Area (part), Delaware"	4222817	0	2321	1.6304388046264648	1.6304388046264648	0	100	0
"1080259"	"Seaford--Laurel--Bridgeville, DE Urban Area"	"Seaford--Laurel--Bridgeville, DE Urban Area, Delaware"	61081401	1485187	29147	24.157094955444336	23.583662033081055	0.5734339356422424	97.63	2.37
"1192242"	"Washington--Arlington, DC--VA--MD Urban Area (part)"	"Washington--Arlington, DC--VA--MD Urban Area (part), District of Columbia"	158316124	18709762	689545	68.35008239746094	61.12620162963867	7.223879814147949	89.43	10.57
"1202912"	"Arcadia, FL Urban Area"	"Arcadia, FL Urban Area, Florida"	25909522	15770	16128	10.009811401367188	10.00372314453125	0.006088831461966038	99.94	0.06
"1203262"	"Asbury Lake--Middleburg, FL Urban Area"	"Asbury Lake--Middleburg, FL Urban Area, Florida"	59576581	700279	23649	23.273027420043945	23.002647399902344	0.2703792452812195	98.84	1.16
